Food code;Main food description;Subcode;Subcode description;WWEIA Category number;WWEIA Category description;Seq num;Portion description;Portion weight (g)
11710378;Infant formula, powder, made with plain bottled water (Similac Sensitive);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710379;Infant formula, powder, made with baby water (Similac Sensitive);;;9404;Formula, prepared from powder;1;1 fl oz;30,4
11710379;Infant formula, powder, made with baby water (Similac Sensitive);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710380;Infant formula, NS as to form (Similac for Spit-Up);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710380;Infant formula, NS as to form (Similac for Spit-Up);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710381;Infant formula, ready-to-feed (Similac for Spit-Up);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710381;Infant formula, ready-to-feed (Similac for Spit-Up);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710383;Infant formula, powder, made with water, NFS (Similac for Spit-Up);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710383;Infant formula, powder, made with water, NFS (Similac for Spit-Up);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710470;Infant formula, NS as to form (Similac Expert Care NeoSure);;;9402;Formula, ready-to-feed;1;1 fl oz;30,4
11710470;Infant formula, NS as to form (Similac Expert Care NeoSure);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710471;Infant formula, ready-to-feed (Similac Expert Care NeoSure);;;9402;Formula, ready-to-feed;1;1 fl oz;30,4
11710471;Infant formula, ready-to-feed (Similac Expert Care NeoSure);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710473;Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710473;Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710477;Infant formula, powder, made with tap water (Similac Expert Care NeoSure);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710477;Infant formula, powder, made with tap water (Similac Expert Care NeoSure);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710478;Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710478;Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710479;Infant formula, powder, made with baby water (Similac Expert Care NeoSure);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710479;Infant formula, powder, made with baby water (Similac Expert Care NeoSure);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710480;Infant formula, NS as to form (Similac Go and Grow);;;9402;Formula, ready-to-feed;1;1 fl oz;30,4
11710480;Infant formula, NS as to form (Similac Go and Grow);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710481;Infant formula, powder, made with water, NFS (Similac Go and Grow);;;9404;Formula, prepared from powder;1;1 fl oz;30,4
11710481;Infant formula, powder, made with water, NFS (Similac Go and Grow);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710620;Infant formula, NS as to form (Enfamil Newborn);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710620;Infant formula, NS as to form (Enfamil Newborn);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710621;Infant formula, ready-to-feed (Enfamil Newborn);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710621;Infant formula, ready-to-feed (Enfamil Newborn);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710626;Infant formula, powder, made with water, NFS (Enfamil Newborn);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710626;Infant formula, powder, made with water, NFS (Enfamil Newborn);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710627;Infant formula, powder, made with tap water (Enfamil Newborn);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710627;Infant formula, powder, made with tap water (Enfamil Newborn);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710628;Infant formula, powder, made with plain bottled water (Enfamil Newborn);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710628;Infant formula, powder, made with plain bottled water (Enfamil Newborn);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710629;Infant formula, powder, made with baby water (Enfamil Newborn);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710629;Infant formula, powder, made with baby water (Enfamil Newborn);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710630;Infant formula, NS as to form (Enfamil Infant);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710630;Infant formula, NS as to form (Enfamil Infant);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710631;Infant formula, ready-to-feed (Enfamil Infant);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710631;Infant formula, ready-to-feed (Enfamil Infant);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710632;Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710632;Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710633;Infant formula, liquid concentrate, made with tap water (Enfamil Infant);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710633;Infant formula, liquid concentrate, made with tap water (Enfamil Infant);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710634;Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710634;Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710635;Infant formula, liquid concentrate, made with baby water (Enfamil Infant);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710635;Infant formula, liquid concentrate, made with baby water (Enfamil Infant);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710636;Infant formula, powder, made with water, NFS (Enfamil Infant);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710636;Infant formula, powder, made with water, NFS (Enfamil Infant);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710637;Infant formula, powder, made with tap water (Enfamil Infant);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710637;Infant formula, powder, made with tap water (Enfamil Infant);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710638;Infant formula, powder, made with plain bottled water (Enfamil Infant);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710638;Infant formula, powder, made with plain bottled water (Enfamil Infant);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710639;Infant formula, powder, made with baby water (Enfamil Infant);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710639;Infant formula, powder, made with baby water (Enfamil Infant);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710660;Infant formula, NS as to form (Enfamil A.R.);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710660;Infant formula, NS as to form (Enfamil A.R.);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710661;Infant formula, ready-to-feed (Enfamil A.R.);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710661;Infant formula, ready-to-feed (Enfamil A.R.);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710663;Infant formula, powder, made with water, NFS (Enfamil A.R.);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710663;Infant formula, powder, made with water, NFS (Enfamil A.R.);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710664;Infant formula, powder, made with tap water (Enfamil A.R.);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710664;Infant formula, powder, made with tap water (Enfamil A.R.);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710665;Infant formula, NS as to form (Enfamil EnfaCare);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710665;Infant formula, NS as to form (Enfamil EnfaCare);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710666;Infant formula, ready-to-feed (Enfamil EnfaCare);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710666;Infant formula, ready-to-feed (Enfamil EnfaCare);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710667;Infant formula, powder, made with water, NFS (Enfamil EnfaCare);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710667;Infant formula, powder, made with water, NFS (Enfamil EnfaCare);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710668;Infant formula, powder, made with plain bottled water (Enfamil A.R.);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710668;Infant formula, powder, made with plain bottled water (Enfamil A.R.);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710669;Infant formula, powder, made with baby water (Enfamil A.R.);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710669;Infant formula, powder, made with baby water (Enfamil A.R.);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710670;Infant formula, NS as to form (Enfamil Gentlease);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710670;Infant formula, NS as to form (Enfamil Gentlease);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710671;Infant formula, ready-to-feed (Enfamil Gentlease);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710671;Infant formula, ready-to-feed (Enfamil Gentlease);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710673;Infant formula, powder, made with water, NFS (Enfamil Gentlease);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710673;Infant formula, powder, made with water, NFS (Enfamil Gentlease);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710674;Infant formula, powder, made with tap water (Enfamil EnfaCare);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710674;Infant formula, powder, made with tap water (Enfamil EnfaCare);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710675;Infant formula, powder, made with plain bottled water (Enfamil EnfaCare);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710675;Infant formula, powder, made with plain bottled water (Enfamil EnfaCare);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710676;Infant formula, powder, made with baby water (Enfamil EnfaCare);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710676;Infant formula, powder, made with baby water (Enfamil EnfaCare);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710677;Infant formula, powder, made with tap water (Enfamil Gentlease);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710677;Infant formula, powder, made with tap water (Enfamil Gentlease);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710678;Infant formula, powder, made with plain bottled water (Enfamil Gentlease);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710678;Infant formula, powder, made with plain bottled water (Enfamil Gentlease);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710679;Infant formula, powder, made with baby water (Enfamil Gentlease);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710679;Infant formula, powder, made with baby water (Enfamil Gentlease);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710680;Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710680;Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710681;Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710681;Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710683;Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710683;Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710687;Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710687;Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710688;Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710688;Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710689;Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710689;Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710690;Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710690;Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710693;Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710693;Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710697;Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710697;Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710698;Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710698;Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710699;Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710699;Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710800;Infant formula, NS as to form (PediaSure);;;9402;Formula, ready-to-feed;1;1 fl oz;31
11710800;Infant formula, NS as to form (PediaSure);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710801;Infant formula, ready-to-feed (PediaSure);;;9402;Formula, ready-to-feed;1;1 fl oz;31
11710801;Infant formula, ready-to-feed (PediaSure);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710801;Infant formula, ready-to-feed (PediaSure);;;9402;Formula, ready-to-feed;3;1 can (8 fl oz);248
11710805;Infant formula, with fiber, NS as to form (PediaSure Fiber);;;9402;Formula, ready-to-feed;1;1 fl oz;31
11710805;Infant formula, with fiber, NS as to form (PediaSure Fiber);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710806;Infant formula, with fiber, ready-to-feed (PediaSure Fiber);;;9402;Formula, ready-to-feed;1;1 fl oz;31
11710806;Infant formula, with fiber, ready-to-feed (PediaSure Fiber);;;9402;Formula, ready-to-feed;2;1 can (8 fl oz);248
11710806;Infant formula, with fiber, ready-to-feed (PediaSure Fiber);;;9402;Formula, ready-to-feed;3;Quantity not specified;-9
11710910;Infant formula, NS as to form (Gerber Good Start Gentle);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710910;Infant formula, NS as to form (Gerber Good Start Gentle);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710911;Infant formula, ready-to-feed (Gerber Good Start Gentle);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710911;Infant formula, ready-to-feed (Gerber Good Start Gentle);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710912;Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710912;Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710913;Infant formula, powder, made with water, NFS (Gerber Good Start Gentle);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710913;Infant formula, powder, made with water, NFS (Gerber Good Start Gentle);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710914;Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710914;Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710915;Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710915;Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710916;Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710916;Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710917;Infant formula, powder, made with tap water (Gerber Good Start Gentle);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710917;Infant formula, powder, made with tap water (Gerber Good Start Gentle);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710918;Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710918;Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710919;Infant formula, powder, made with baby water (Gerber Good Start Gentle);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710919;Infant formula, powder, made with baby water (Gerber Good Start Gentle);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710920;Infant formula, NS as to form (Gerber Good Start Protect);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710920;Infant formula, NS as to form (Gerber Good Start Protect);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710923;Infant formula, powder, made with water, NFS (Gerber Good Start Protect);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710923;Infant formula, powder, made with water, NFS (Gerber Good Start Protect);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710927;Infant formula, powder, made with tap water (Gerber Good Start Protect);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710927;Infant formula, powder, made with tap water (Gerber Good Start Protect);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710928;Infant formula, powder, made with plain bottled water (Gerber Good Start Protect);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710928;Infant formula, powder, made with plain bottled water (Gerber Good Start Protect);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710929;Infant formula, powder, made with baby water (Gerber Good Start Protect);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710929;Infant formula, powder, made with baby water (Gerber Good Start Protect);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710930;Infant formula, NS as to form (Gerber Graduates Gentle);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710930;Infant formula, NS as to form (Gerber Graduates Gentle);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710940;Infant formula, NS as to form (Gerber Graduates Protect);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710940;Infant formula, NS as to form (Gerber Graduates Protect);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710960;Infant formula, NS as to form (Store Brand);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710960;Infant formula, NS as to form (Store Brand);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710961;Infant formula, liquid concentrate, made with water, NFS (Store Brand);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710961;Infant formula, liquid concentrate, made with water, NFS (Store Brand);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710962;Infant formula, powder, made with water, NFS (Store Brand);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710962;Infant formula, powder, made with water, NFS (Store Brand);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710963;Infant formula, ready-to-feed (Store Brand);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11710963;Infant formula, ready-to-feed (Store Brand);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11710964;Infant formula, liquid concentrate, made with tap water (Store Brand);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710964;Infant formula, liquid concentrate, made with tap water (Store Brand);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710965;Infant formula, liquid concentrate, made with plain bottled water (Store Brand);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710965;Infant formula, liquid concentrate, made with plain bottled water (Store Brand);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710966;Infant formula, liquid concentrate, made with baby water (Store Brand);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11710966;Infant formula, liquid concentrate, made with baby water (Store Brand);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11710967;Infant formula, powder, made with tap water (Store Brand);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710967;Infant formula, powder, made with tap water (Store Brand);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710968;Infant formula, powder, made with plain bottled water (Store Brand);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710968;Infant formula, powder, made with plain bottled water (Store Brand);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11710969;Infant formula, powder, made with baby water (Store Brand);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11710969;Infant formula, powder, made with baby water (Store Brand);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720310;Infant formula, NS as to form (Enfamil ProSobee);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720310;Infant formula, NS as to form (Enfamil ProSobee);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720311;Infant formula, ready-to-feed (Enfamil ProSobee);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720311;Infant formula, ready-to-feed (Enfamil ProSobee);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720312;Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720312;Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720313;Infant formula, powder, made with water, NFS (Enfamil ProSobee);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720313;Infant formula, powder, made with water, NFS (Enfamil ProSobee);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720314;Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720314;Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720315;Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720315;Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720316;Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720316;Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720317;Infant formula, powder, made with tap water (Enfamil ProSobee);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720317;Infant formula, powder, made with tap water (Enfamil ProSobee);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720318;Infant formula, powder, made with plain bottled water (Enfamil ProSobee);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720318;Infant formula, powder, made with plain bottled water (Enfamil ProSobee);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720319;Infant formula, powder, made with baby water (Enfamil ProSobee);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720319;Infant formula, powder, made with baby water (Enfamil ProSobee);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720320;Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720320;Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720323;Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720323;Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720410;Infant formula, NS as to form (Similac Isomil Soy);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720410;Infant formula, NS as to form (Similac Isomil Soy);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720411;Infant formula, ready-to-feed (Similac Isomil Soy);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720411;Infant formula, ready-to-feed (Similac Isomil Soy);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
11720412;Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720412;Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720413;Infant formula, powder, made with water, NFS (Similac Isomil Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720413;Infant formula, powder, made with water, NFS (Similac Isomil Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720414;Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720414;Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720415;Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720415;Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720416;Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy);;;9406;Formula, prepared from concentrate;1;1 fl oz;30,5
11720416;Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy);;;9406;Formula, prepared from concentrate;2;Quantity not specified;-9
11720417;Infant formula, powder, made with tap water (Similac Isomil Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720417;Infant formula, powder, made with tap water (Similac Isomil Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720418;Infant formula, powder, made with plain bottled water (Similac Isomil Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720418;Infant formula, powder, made with plain bottled water (Similac Isomil Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720419;Infant formula, powder, made with baby water (Similac Isomil Soy);;;9404;Formula, prepared from powder;1;1 fl oz;30,5
11720419;Infant formula, powder, made with baby water (Similac Isomil Soy);;;9404;Formula, prepared from powder;2;Quantity not specified;-9
11720430;Infant formula, NS as to form (Similac Expert Care for Diarrhea);;;9402;Formula, ready-to-feed;1;1 fl oz;30,5
11720430;Infant formula, NS as to form (Similac Expert Care for Diarrhea);;;9402;Formula, ready-to-feed;2;Quantity not specified;-9
